datetime_beginning_utc,datetime_beginning_ept,datetime_ending_utc,datetime_ending_ept,duration,day_ahead_congestion_event,monitored_facility,contingency_facility
4/19/2019 5:00:00 AM,4/19/2019 1:00:00 AM,4/19/2019 7:00:00 AM,4/19/2019 3:00:00 AM,2,BERWICK 69 KV   BER-KOO,BERWICK 69 KV   BER-KOO,ACTUAL
4/19/2019 5:00:00 AM,4/19/2019 1:00:00 AM,4/19/2019 6:00:00 AM,4/19/2019 2:00:00 AM,1,EASTON  69 KV   EAS-EMU,EASTON  69 KV   EAS-EMU,ACTUAL
4/19/2019 4:00:00 AM,4/19/2019 12:00:00 AM,4/19/2019 10:00:00 AM,4/19/2019 6:00:00 AM,6,Goodland-Reynolds 138 kV l/o Goodland-Remington 69 kV,Goodland-Reynolds 138 kV l/o Goodland-Remington 69 kV,Goodland-Remington 69 kV
4/19/2019 4:00:00 AM,4/19/2019 12:00:00 AM,4/19/2019 10:00:00 AM,4/19/2019 6:00:00 AM,6,NEWCARLI138 KV  NEW-OLI1,NEWCARLI138 KV  NEW-OLI1,ACTUAL
4/19/2019 4:00:00 AM,4/19/2019 12:00:00 AM,4/19/2019 10:00:00 AM,4/19/2019 6:00:00 AM,6,NEWCASOE69 KV   TR1,NEWCASOE69 KV   TR1,ACTUAL
4/19/2019 4:00:00 AM,4/19/2019 12:00:00 AM,4/19/2019 5:00:00 AM,4/19/2019 1:00:00 AM,1,NIAGARA212 KV   .  1,NIAGARA212 KV   .  1,ACTUAL
4/19/2019 4:00:00 AM,4/19/2019 12:00:00 AM,4/19/2019 6:00:00 AM,4/19/2019 2:00:00 AM,2,RICH PE 230 KV  RIC-WAN,RICH PE 230 KV  RIC-WAN,ACTUAL
4/19/2019 4:00:00 AM,4/19/2019 12:00:00 AM,4/19/2019 8:00:00 PM,4/19/2019 4:00:00 PM,16,TRISTATE345 KV  3,TRISTATE345 KV  3,765/138.NorthProctorville.T2
4/18/2019 11:00:00 PM,4/18/2019 7:00:00 PM,4/19/2019 12:00:00 AM,4/18/2019 8:00:00 PM,1,PIERC_DK345 KV  PIE-PIE2,PIERC_DK345 KV  PIE-PIE2,L345.Pierce-Foster
4/18/2019 10:00:00 PM,4/18/2019 6:00:00 PM,4/18/2019 11:00:00 PM,4/18/2019 7:00:00 PM,1,BUTLER  69 KV   BUT-SHE,BUTLER  69 KV   BUT-SHE,L69.Sherman-Vineland.0761
4/18/2019 10:00:00 PM,4/18/2019 6:00:00 PM,4/18/2019 11:00:00 PM,4/18/2019 7:00:00 PM,1,EASTON  69 KV   EAS-EMU,EASTON  69 KV   EAS-EMU,ACTUAL
4/18/2019 10:00:00 PM,4/18/2019 6:00:00 PM,4/18/2019 11:00:00 PM,4/18/2019 7:00:00 PM,1,GRANT   138 KV  GRA-GRE1,GRANT   138 KV  GRA-GRE1,ACTUAL
4/18/2019 10:00:00 PM,4/18/2019 6:00:00 PM,4/18/2019 11:00:00 PM,4/18/2019 7:00:00 PM,1,HUNTINGT138 KV  HUN-SOR1,HUNTINGT138 KV  HUN-SOR1,L765.Dumont-Sorenson
4/18/2019 9:00:00 PM,4/18/2019 5:00:00 PM,4/18/2019 10:00:00 PM,4/18/2019 6:00:00 PM,1,BERWICK 69 KV   BER-KOO,BERWICK 69 KV   BER-KOO,ACTUAL
4/18/2019 9:00:00 PM,4/18/2019 5:00:00 PM,4/18/2019 10:00:00 PM,4/18/2019 6:00:00 PM,1,RICH PE 230 KV  RIC-WAN,RICH PE 230 KV  RIC-WAN,ACTUAL
4/18/2019 8:00:00 PM,4/18/2019 4:00:00 PM,4/18/2019 10:00:00 PM,4/18/2019 6:00:00 PM,2,BUTL APS138 KV  BUT-SHA,BUTL APS138 KV  BUT-SHA,L500.Cabot-Cranberry
4/18/2019 8:00:00 PM,4/18/2019 4:00:00 PM,4/18/2019 9:00:00 PM,4/18/2019 5:00:00 PM,1,CARL PN 115 KV  CAR-GAR,CARL PN 115 KV  CAR-GAR,L500.Brighton-Conastone
4/18/2019 8:00:00 PM,4/18/2019 4:00:00 PM,4/18/2019 10:00:00 PM,4/18/2019 6:00:00 PM,2,DELA PE 69 KV   DEL-TUN6,DELA PE 69 KV   DEL-TUN6,L500.HopeCreek-RedLion.5015
4/18/2019 8:00:00 PM,4/18/2019 4:00:00 PM,4/18/2019 10:00:00 PM,4/18/2019 6:00:00 PM,2,MONR AE 69 KV   MON-VINE,MONR AE 69 KV   MON-VINE,500/230.Orchard.T1
4/18/2019 8:00:00 PM,4/18/2019 4:00:00 PM,4/18/2019 10:00:00 PM,4/18/2019 6:00:00 PM,2,MOSELEY 138 KV  MOS-ROA1,MOSELEY 138 KV  MOS-ROA1,L765.Cloverdale-JoshuaFalls
4/18/2019 8:00:00 PM,4/18/2019 4:00:00 PM,4/18/2019 10:00:00 PM,4/18/2019 6:00:00 PM,2,PLEASNTV230 KV  274D,PLEASNTV230 KV  274D,L500.Brambleton-GooseCreek.558
4/18/2019 8:00:00 PM,4/18/2019 4:00:00 PM,4/19/2019 12:00:00 AM,4/18/2019 8:00:00 PM,4,TWELVEPO13 KV   56-T,TWELVEPO13 KV   56-T,ACTUAL
4/18/2019 7:00:00 PM,4/18/2019 3:00:00 PM,4/19/2019 12:00:00 AM,4/18/2019 8:00:00 PM,5,BELLEFON138 KV  T3,BELLEFON138 KV  T3,138/69/34.Bellefonte.T2
4/18/2019 7:00:00 PM,4/18/2019 3:00:00 PM,4/18/2019 8:00:00 PM,4/18/2019 4:00:00 PM,1,BUTLER  69 KV   BUT-SHE,BUTLER  69 KV   BUT-SHE,ACTUAL
4/18/2019 7:00:00 PM,4/18/2019 3:00:00 PM,4/18/2019 11:00:00 PM,4/18/2019 7:00:00 PM,4,DUMONT2 765 KV  T3,DUMONT2 765 KV  T3,L765.Dumont-Greentown
4/18/2019 7:00:00 PM,4/18/2019 3:00:00 PM,4/18/2019 10:00:00 PM,4/18/2019 6:00:00 PM,3,GRACETON230 KV  GRA-SAF,GRACETON230 KV  GRA-SAF,L500.Conastone-PeachBottom.5012
4/18/2019 7:00:00 PM,4/18/2019 3:00:00 PM,4/18/2019 8:00:00 PM,4/18/2019 4:00:00 PM,1,RAMAPO  138 KV  RAM-SMA,RAMAPO  138 KV  RAM-SMA,ACTUAL
4/18/2019 6:00:00 PM,4/18/2019 2:00:00 PM,4/18/2019 9:00:00 PM,4/18/2019 5:00:00 PM,3,HUNTINGT138 KV  HUN-SOR1,HUNTINGT138 KV  HUN-SOR1,L765.Dumont-Sorenson
4/18/2019 6:00:00 PM,4/18/2019 2:00:00 PM,4/18/2019 7:00:00 PM,4/18/2019 3:00:00 PM,1,PLEASNTV230 KV  274D,PLEASNTV230 KV  274D,L500.Brambleton-GooseCreek.558
4/18/2019 5:00:00 PM,4/18/2019 1:00:00 PM,4/18/2019 8:00:00 PM,4/18/2019 4:00:00 PM,3,NPHILADE230 KV  NPH-WAN,NPHILADE230 KV  NPH-WAN,L500.HopeCreek-RedLion.5015
4/18/2019 4:00:00 PM,4/18/2019 12:00:00 PM,4/18/2019 9:00:00 PM,4/18/2019 5:00:00 PM,5,BERWICK 69 KV   BER-KOO,BERWICK 69 KV   BER-KOO,L230.Columbia-Montour
4/18/2019 3:00:00 PM,4/18/2019 11:00:00 AM,4/18/2019 11:00:00 PM,4/18/2019 7:00:00 PM,8,DOLAHARD69 KV   GSU,DOLAHARD69 KV   GSU,ACTUAL
4/18/2019 3:00:00 PM,4/18/2019 11:00:00 AM,4/19/2019 12:00:00 AM,4/18/2019 8:00:00 PM,9,FACEROCK69 KV   FAROZBR,FACEROCK69 KV   FAROZBR,L500.Conastone-PeachBottom.5012
4/18/2019 2:00:00 PM,4/18/2019 10:00:00 AM,4/18/2019 8:00:00 PM,4/18/2019 4:00:00 PM,6,GARDNERS115 KV  GAR-TEX,GARDNERS115 KV  GAR-TEX,L500.Brighton-Conastone
4/18/2019 2:00:00 PM,4/18/2019 10:00:00 AM,4/18/2019 8:00:00 PM,4/18/2019 4:00:00 PM,6,KRENDALE138 KV  KRE-SHA,KRENDALE138 KV  KRE-SHA,L500.Cabot-Cranberry
4/18/2019 2:00:00 PM,4/18/2019 10:00:00 AM,4/18/2019 9:00:00 PM,4/18/2019 5:00:00 PM,7,RICH PE 230 KV  RIC-WAN,RICH PE 230 KV  RIC-WAN,L500.HopeCreek-RedLion.5015
4/18/2019 1:00:00 PM,4/18/2019 9:00:00 AM,4/18/2019 2:00:00 PM,4/18/2019 10:00:00 AM,1,BENTONHA138 KV  BEN-WES1,BENTONHA138 KV  BEN-WES1,ACTUAL
4/18/2019 1:00:00 PM,4/18/2019 9:00:00 AM,4/18/2019 5:00:00 PM,4/18/2019 1:00:00 PM,4,RAMAPO  138 KV  RAM-SMA,RAMAPO  138 KV  RAM-SMA,ACTUAL
4/18/2019 1:00:00 PM,4/18/2019 9:00:00 AM,4/18/2019 2:00:00 PM,4/18/2019 10:00:00 AM,1,RICH PE 230 KV  RIC-WAN,RICH PE 230 KV  RIC-WAN,ACTUAL
4/18/2019 1:00:00 PM,4/18/2019 9:00:00 AM,4/18/2019 9:00:00 PM,4/18/2019 5:00:00 PM,8,TRISTATE345 KV  3,TRISTATE345 KV  3,765/138.NorthProctorville.T2
4/18/2019 12:00:00 PM,4/18/2019 8:00:00 AM,4/18/2019 1:00:00 PM,4/18/2019 9:00:00 AM,1,BELLEFON138 KV  T3,BELLEFON138 KV  T3,138/69/34.Bellefonte.T2
4/18/2019 12:00:00 PM,4/18/2019 8:00:00 AM,4/18/2019 4:00:00 PM,4/18/2019 12:00:00 PM,4,BERWICK 69 KV   BER-KOO,BERWICK 69 KV   BER-KOO,230/69.Mountain.T3(UGI)
4/18/2019 12:00:00 PM,4/18/2019 8:00:00 AM,4/18/2019 1:00:00 PM,4/18/2019 9:00:00 AM,1,GARDNERS115 KV  GAR-TEX,GARDNERS115 KV  GAR-TEX,L500.Brighton-Conastone
4/18/2019 12:00:00 PM,4/18/2019 8:00:00 AM,4/18/2019 1:00:00 PM,4/18/2019 9:00:00 AM,1,KRENDALE138 KV  KRE-SHA,KRENDALE138 KV  KRE-SHA,L500.Cabot-Cranberry
4/18/2019 12:00:00 PM,4/18/2019 8:00:00 AM,4/18/2019 1:00:00 PM,4/18/2019 9:00:00 AM,1,NPHILADE230 KV  NPH-WAN,NPHILADE230 KV  NPH-WAN,L500.HopeCreek-RedLion.5015
4/18/2019 11:00:00 AM,4/18/2019 7:00:00 AM,4/18/2019 12:00:00 PM,4/18/2019 8:00:00 AM,1,BERWICK 69 KV   BER-KOO,BERWICK 69 KV   BER-KOO,L230.Columbia-Montour
4/18/2019 11:00:00 AM,4/18/2019 7:00:00 AM,4/18/2019 3:00:00 PM,4/18/2019 11:00:00 AM,4,BUTLER  69 KV   BUT-SHE,BUTLER  69 KV   BUT-SHE,L69.Sherman-Vineland.0761
4/18/2019 11:00:00 AM,4/18/2019 7:00:00 AM,4/18/2019 4:00:00 PM,4/18/2019 12:00:00 PM,5,ROXBURY 138 KV  NO2 TX,ROXBURY 138 KV  NO2 TX,Hunterstown-TexasEastern-Gardners (991) 115 kV lin
4/18/2019 10:00:00 AM,4/18/2019 6:00:00 AM,4/18/2019 11:00:00 AM,4/18/2019 7:00:00 AM,1,BERWICK 69 KV   BER-KOO,BERWICK 69 KV   BER-KOO,230/69.Mountain.T3(UGI)
4/18/2019 10:00:00 AM,4/18/2019 6:00:00 AM,4/18/2019 11:00:00 AM,4/18/2019 7:00:00 AM,1,HAZARD  161 KV  3,HAZARD  161 KV  3,L765.Marysville-Sorenson
4/18/2019 10:00:00 AM,4/18/2019 6:00:00 AM,4/18/2019 11:00:00 AM,4/18/2019 7:00:00 AM,1,MONR AE 69 KV   MON-VINE,MONR AE 69 KV   MON-VINE,500/230.Orchard.T1
4/18/2019 10:00:00 AM,4/18/2019 6:00:00 AM,4/18/2019 1:00:00 PM,4/18/2019 9:00:00 AM,3,McCracken - Bryan Rd 161 kV l/o Shawnee - C31 Marshall 161 kV,McCracken - Bryan Rd 161 kV l/o Shawnee - C31 Marshall 161 kV,L161.Shawnee-Marshall.C31(TVA)
4/18/2019 10:00:00 AM,4/18/2019 6:00:00 AM,4/18/2019 12:00:00 PM,4/18/2019 8:00:00 AM,2,RAMAPO  138 KV  RAM-SMA,RAMAPO  138 KV  RAM-SMA,ACTUAL
4/18/2019 9:00:00 AM,4/18/2019 5:00:00 AM,4/18/2019 1:00:00 PM,4/18/2019 9:00:00 AM,4,BELLEFON138 KV  BEL-NPR1,BELLEFON138 KV  BEL-NPR1,L345.Tristate-Baker + 345/138.Tristate.2&3
4/18/2019 9:00:00 AM,4/18/2019 5:00:00 AM,4/18/2019 11:00:00 AM,4/18/2019 7:00:00 AM,2,GARDNERS115 KV  GAR-TEX,GARDNERS115 KV  GAR-TEX,L115.MiddletownJct-Collins.975 (Sctnlz)
4/18/2019 9:00:00 AM,4/18/2019 5:00:00 AM,4/18/2019 10:00:00 AM,4/18/2019 6:00:00 AM,1,MOUN ME 115 KV  2 TX 11,MOUN ME 115 KV  2 TX 11,ACTUAL
4/18/2019 8:00:00 AM,4/18/2019 4:00:00 AM,4/18/2019 10:00:00 AM,4/18/2019 6:00:00 AM,2,DOLAHARD69 KV   GSU,DOLAHARD69 KV   GSU,ACTUAL
4/18/2019 8:00:00 AM,4/18/2019 4:00:00 AM,4/18/2019 9:00:00 AM,4/18/2019 5:00:00 AM,1,MONR AE 69 KV   MON-VINE,MONR AE 69 KV   MON-VINE,500/230.Orchard.T1
4/18/2019 7:00:00 AM,4/18/2019 3:00:00 AM,4/18/2019 9:00:00 AM,4/18/2019 5:00:00 AM,2,HAZARD  161 KV  3,HAZARD  161 KV  3,L765.Marysville-Sorenson
