datetime_beginning_utc,datetime_beginning_ept,datetime_ending_utc,datetime_ending_ept,duration,day_ahead_congestion_event,monitored_facility,contingency_facility
4/20/2020 6:00:00 AM,4/20/2020 2:00:00 AM,4/20/2020 9:00:00 AM,4/20/2020 5:00:00 AM,3,BLAIRSVE138 KV  BLA-SOC,BLAIRSVE138 KV  BLA-SOC,L500.Keystone-SouthBend.5001(513)
4/20/2020 6:00:00 AM,4/20/2020 2:00:00 AM,4/20/2020 7:00:00 AM,4/20/2020 3:00:00 AM,1,CUSHAW  115 KV  28A,CUSHAW  115 KV  28A,ACTUAL
4/20/2020 6:00:00 AM,4/20/2020 2:00:00 AM,4/20/2020 9:00:00 AM,4/20/2020 5:00:00 AM,3,TRENTON2138 KV  TRE-COL1,TRENTON2138 KV  TRE-COL1,ACTUAL
4/20/2020 5:00:00 AM,4/20/2020 1:00:00 AM,4/20/2020 6:00:00 AM,4/20/2020 2:00:00 AM,1,LOGTOWN 138 KV  LOG-NDEL,LOGTOWN 138 KV  LOG-NDEL,L765.Marysville-Sorenson
4/20/2020 4:00:00 AM,4/20/2020 12:00:00 AM,4/20/2020 5:00:00 AM,4/20/2020 1:00:00 AM,1,BAGLEY  230 KV  BAG-GRAC,BAGLEY  230 KV  BAG-GRAC,ACTUAL
4/20/2020 4:00:00 AM,4/20/2020 12:00:00 AM,4/20/2020 8:00:00 PM,4/20/2020 4:00:00 PM,16,DANVILLE138 KV  DAN-EDA1,DANVILLE138 KV  DAN-EDA1,L500.Carson-RogersRoad.585
4/20/2020 4:00:00 AM,4/20/2020 12:00:00 AM,4/20/2020 6:00:00 AM,4/20/2020 2:00:00 AM,2,TRENTON2138 KV  TRE-COL1,TRENTON2138 KV  TRE-COL1,L765.Marysville-Sorenson
4/19/2020 11:00:00 PM,4/19/2020 7:00:00 PM,4/20/2020 12:00:00 AM,4/19/2020 8:00:00 PM,1,BATTLEBO115 KV  1001A,BATTLEBO115 KV  1001A,L500.Carson-RogersRoad.585
4/19/2020 11:00:00 PM,4/19/2020 7:00:00 PM,4/20/2020 12:00:00 AM,4/19/2020 8:00:00 PM,1,MOUN UGI230 KV  2,MOUN UGI230 KV  2,230/66.Mountain.T1 (Sctnlz)
4/19/2020 10:00:00 PM,4/19/2020 6:00:00 PM,4/19/2020 11:00:00 PM,4/19/2020 7:00:00 PM,1,EASTON-EMUNI 6772 A 69 KV,EASTON-EMUNI 6772 A 69 KV,ACTUAL
4/19/2020 8:00:00 PM,4/19/2020 4:00:00 PM,4/20/2020 12:00:00 AM,4/19/2020 8:00:00 PM,4,BAGLEY  230 KV  BAG-GRAC,BAGLEY  230 KV  BAG-GRAC,ACTUAL
4/19/2020 7:00:00 PM,4/19/2020 3:00:00 PM,4/19/2020 8:00:00 PM,4/19/2020 4:00:00 PM,1,BAGLEY  230 KV  BAG-GRAC,BAGLEY  230 KV  BAG-GRAC,L500.Brighton-Conastone.5011
4/19/2020 4:00:00 PM,4/19/2020 12:00:00 PM,4/20/2020 12:00:00 AM,4/19/2020 8:00:00 PM,8,DOEX530 345 KV  203T,DOEX530 345 KV  203T,ACTUAL
4/19/2020 3:00:00 PM,4/19/2020 11:00:00 AM,4/20/2020 12:00:00 AM,4/19/2020 8:00:00 PM,9,TRENTON2138 KV  TRE-COL1,TRENTON2138 KV  TRE-COL1,ACTUAL
4/19/2020 2:00:00 PM,4/19/2020 10:00:00 AM,4/19/2020 3:00:00 PM,4/19/2020 11:00:00 AM,1,DOEX530 345 KV  208T,DOEX530 345 KV  208T,ACTUAL
4/19/2020 2:00:00 PM,4/19/2020 10:00:00 AM,4/19/2020 3:00:00 PM,4/19/2020 11:00:00 AM,1,ELIMA   138 KV  ELI-HAV1,ELIMA   138 KV  ELI-HAV1,L765.Marysville-Sorenson
4/19/2020 2:00:00 PM,4/19/2020 10:00:00 AM,4/19/2020 10:00:00 PM,4/19/2020 6:00:00 PM,8,SHELOCTA230 KV  NO2,SHELOCTA230 KV  NO2,L500.Keystone-SouthBend.5001(513)
4/19/2020 1:00:00 PM,4/19/2020 9:00:00 AM,4/20/2020 12:00:00 AM,4/19/2020 8:00:00 PM,11,DANVILLE138 KV  DAN-EDA1,DANVILLE138 KV  DAN-EDA1,L500.Carson-RogersRoad.585
4/19/2020 12:00:00 PM,4/19/2020 8:00:00 AM,4/19/2020 1:00:00 PM,4/19/2020 9:00:00 AM,1,ELIMA   138 KV  ELI-HAV1,ELIMA   138 KV  ELI-HAV1,L765.Marysville-Sorenson
4/19/2020 12:00:00 PM,4/19/2020 8:00:00 AM,4/19/2020 3:00:00 PM,4/19/2020 11:00:00 AM,3,TRENTON2138 KV  TRE-COL1,TRENTON2138 KV  TRE-COL1,L765.Marysville-Sorenson
4/19/2020 11:00:00 AM,4/19/2020 7:00:00 AM,4/19/2020 7:00:00 PM,4/19/2020 3:00:00 PM,8,BAGLEY  230 KV  BAG-GRAC,BAGLEY  230 KV  BAG-GRAC,ACTUAL
4/19/2020 10:00:00 AM,4/19/2020 6:00:00 AM,4/19/2020 11:00:00 AM,4/19/2020 7:00:00 AM,1,DOEX530 345 KV  208T,DOEX530 345 KV  208T,ACTUAL
4/19/2020 4:00:00 AM,4/19/2020 12:00:00 AM,4/19/2020 3:00:00 PM,4/19/2020 11:00:00 AM,11,CPL-DOM contingency 2,CPL-DOM contingency 2,L500.Carson-RogersRoad.585
4/19/2020 4:00:00 AM,4/19/2020 12:00:00 AM,4/19/2020 5:00:00 AM,4/19/2020 1:00:00 AM,1,EASTON-EMUNI 6772 A 69 KV,EASTON-EMUNI 6772 A 69 KV,ACTUAL
4/19/2020 4:00:00 AM,4/19/2020 12:00:00 AM,4/19/2020 3:00:00 PM,4/19/2020 11:00:00 AM,11,LOGTOWN 138 KV  LOG-NDEL,LOGTOWN 138 KV  LOG-NDEL,L765.Marysville-Sorenson
4/19/2020 4:00:00 AM,4/19/2020 12:00:00 AM,4/19/2020 12:00:00 PM,4/19/2020 8:00:00 AM,8,Powerton-Towerline 138 kV l/o Fargo-Sandburg 345 kV,Powerton-Towerline 138 kV l/o Fargo-Sandburg 345 kV,L345.Fargo-Sandbrg
4/18/2020 11:00:00 PM,4/18/2020 7:00:00 PM,4/19/2020 12:00:00 AM,4/18/2020 8:00:00 PM,1,BAGLEY  230 KV  BAG-GRAC,BAGLEY  230 KV  BAG-GRAC,ACTUAL
4/18/2020 10:00:00 PM,4/18/2020 6:00:00 PM,4/18/2020 11:00:00 PM,4/18/2020 7:00:00 PM,1,94 HAURD138 KV  96101,94 HAURD138 KV  96101,ACTUAL
4/18/2020 9:00:00 PM,4/18/2020 5:00:00 PM,4/18/2020 10:00:00 PM,4/18/2020 6:00:00 PM,1,EASTON-EMUNI 6772 A 69 KV,EASTON-EMUNI 6772 A 69 KV,ACTUAL
4/18/2020 7:00:00 PM,4/18/2020 3:00:00 PM,4/18/2020 8:00:00 PM,4/18/2020 4:00:00 PM,1,EASTON-EMUNI 6772 A 69 KV,EASTON-EMUNI 6772 A 69 KV,ACTUAL
4/18/2020 6:00:00 PM,4/18/2020 2:00:00 PM,4/18/2020 7:00:00 PM,4/18/2020 3:00:00 PM,1,BAGLEY  230 KV  BAG-GRAC,BAGLEY  230 KV  BAG-GRAC,ACTUAL
4/18/2020 5:00:00 PM,4/18/2020 1:00:00 PM,4/18/2020 6:00:00 PM,4/18/2020 2:00:00 PM,1,BLAIRSVE138 KV  BLA-SOC,BLAIRSVE138 KV  BLA-SOC,L500.Keystone-SouthBend.5001(513)
4/18/2020 5:00:00 PM,4/18/2020 1:00:00 PM,4/18/2020 10:00:00 PM,4/18/2020 6:00:00 PM,5,LICKRUN -ROCKWOOD LIC-ROC   A  115 KV,LICKRUN -ROCKWOOD LIC-ROC   A  115 KV,L115.Rockwood-Somerset
4/18/2020 3:00:00 PM,4/18/2020 11:00:00 AM,4/18/2020 5:00:00 PM,4/18/2020 1:00:00 PM,2,94 HAURD138 KV  96101,94 HAURD138 KV  96101,ACTUAL
4/18/2020 2:00:00 PM,4/18/2020 10:00:00 AM,4/18/2020 4:00:00 PM,4/18/2020 12:00:00 PM,2,BAGLEY  230 KV  BAG-GRAC,BAGLEY  230 KV  BAG-GRAC,ACTUAL
4/18/2020 2:00:00 PM,4/18/2020 10:00:00 AM,4/18/2020 4:00:00 PM,4/18/2020 12:00:00 PM,2,BLAIRSVE138 KV  BLA-SOC,BLAIRSVE138 KV  BLA-SOC,L500.SouthBend-Yukon
4/18/2020 2:00:00 PM,4/18/2020 10:00:00 AM,4/18/2020 4:00:00 PM,4/18/2020 12:00:00 PM,2,EASTON-EMUNI 6772 A 69 KV,EASTON-EMUNI 6772 A 69 KV,ACTUAL
4/18/2020 1:00:00 PM,4/18/2020 9:00:00 AM,4/18/2020 2:00:00 PM,4/18/2020 10:00:00 AM,1,BLAIRSVE138 KV  BLA-SOC,BLAIRSVE138 KV  BLA-SOC,L500.Keystone-SouthBend.5001(513)
4/18/2020 1:00:00 PM,4/18/2020 9:00:00 AM,4/18/2020 2:00:00 PM,4/18/2020 10:00:00 AM,1,LENOX-NMESHOPP NML 1090     B  115 KV,LENOX-NMESHOPP NML 1090     B  115 KV,L230.ETowanda-Hillside.2002 [NYISO]
4/18/2020 11:00:00 AM,4/18/2020 7:00:00 AM,4/18/2020 12:00:00 PM,4/18/2020 8:00:00 AM,1,BLAIRSVE138 KV  BLA-SOC,BLAIRSVE138 KV  BLA-SOC,L500.Keystone-SouthBend.5001(513)
4/18/2020 10:00:00 AM,4/18/2020 6:00:00 AM,4/18/2020 10:00:00 PM,4/18/2020 6:00:00 PM,12,DANVILLE138 KV  DAN-EDA1,DANVILLE138 KV  DAN-EDA1,L500.Carson-RogersRoad.585
4/18/2020 10:00:00 AM,4/18/2020 6:00:00 AM,4/18/2020 11:00:00 PM,4/18/2020 7:00:00 PM,13,DOEX530 345 KV  208T,DOEX530 345 KV  208T,ACTUAL
4/18/2020 10:00:00 AM,4/18/2020 6:00:00 AM,4/18/2020 4:00:00 PM,4/18/2020 12:00:00 PM,6,TRENTON2138 KV  TRE-COL1,TRENTON2138 KV  TRE-COL1,ACTUAL
4/18/2020 9:00:00 AM,4/18/2020 5:00:00 AM,4/18/2020 11:00:00 AM,4/18/2020 7:00:00 AM,2,EASTON  69 KV   EAS-EMU,EASTON  69 KV   EAS-EMU,ACTUAL
4/18/2020 4:00:00 AM,4/18/2020 12:00:00 AM,4/18/2020 5:00:00 PM,4/18/2020 1:00:00 PM,13,974 ZION345 KV  PLPL41,974 ZION345 KV  PLPL41,L345.Zion-Pleasant Prairie.2221
4/18/2020 4:00:00 AM,4/18/2020 12:00:00 AM,4/18/2020 4:00:00 PM,4/18/2020 12:00:00 PM,12,CPL-DOM contingency 2,CPL-DOM contingency 2,L500.Carson-RogersRoad.585
4/18/2020 4:00:00 AM,4/18/2020 12:00:00 AM,4/18/2020 10:00:00 PM,4/18/2020 6:00:00 PM,18,Maroa -E GooseCreek 345 kV l/o Wilton Center-Dumont 765 kV,Maroa -E GooseCreek 345 kV l/o Wilton Center-Dumont 765 kV,L765.Dumont-WiltonCenter.11215
4/17/2020 10:00:00 PM,4/17/2020 6:00:00 PM,4/17/2020 11:00:00 PM,4/17/2020 7:00:00 PM,1,DOEX530 345 KV  203T,DOEX530 345 KV  203T,ACTUAL
4/17/2020 10:00:00 PM,4/17/2020 6:00:00 PM,4/18/2020 12:00:00 AM,4/17/2020 8:00:00 PM,2,THELMA  69 KV   THE-THE1,THELMA  69 KV   THE-THE1,L500.Carson-RogersRoad.585
4/17/2020 9:00:00 PM,4/17/2020 5:00:00 PM,4/17/2020 10:00:00 PM,4/17/2020 6:00:00 PM,1,THELMA  69 KV   THE-THE1,THELMA  69 KV   THE-THE1,L345.Spurlock-NorthClark
4/17/2020 7:00:00 PM,4/17/2020 3:00:00 PM,4/17/2020 10:00:00 PM,4/17/2020 6:00:00 PM,3,BUTLER  69 KV   BUT-SHE,BUTLER  69 KV   BUT-SHE,L69.Sherman-Vineland.0761
4/17/2020 7:00:00 PM,4/17/2020 3:00:00 PM,4/17/2020 10:00:00 PM,4/17/2020 6:00:00 PM,3,DOEX530 345 KV  208T,DOEX530 345 KV  208T,ACTUAL
4/17/2020 4:00:00 PM,4/17/2020 12:00:00 PM,4/17/2020 7:00:00 PM,4/17/2020 3:00:00 PM,3,ALLDAM6 138 KV  ALL-KIT,ALLDAM6 138 KV  ALL-KIT,L345.Armstrong-HomerCity
4/17/2020 3:00:00 PM,4/17/2020 11:00:00 AM,4/17/2020 11:00:00 PM,4/17/2020 7:00:00 PM,8,12 DRESD345 KV  TR81CT-P,12 DRESD345 KV  TR81CT-P,L345.Lockport-Kendall.10805
4/17/2020 3:00:00 PM,4/17/2020 11:00:00 AM,4/17/2020 4:00:00 PM,4/17/2020 12:00:00 PM,1,ALLDAM6 138 KV  ALL-KIT,ALLDAM6 138 KV  ALL-KIT,ACTUAL
4/17/2020 2:00:00 PM,4/17/2020 10:00:00 AM,4/17/2020 4:00:00 PM,4/17/2020 12:00:00 PM,2,DOEX530 345 KV  208T,DOEX530 345 KV  208T,ACTUAL
4/17/2020 2:00:00 PM,4/17/2020 10:00:00 AM,4/17/2020 9:00:00 PM,4/17/2020 5:00:00 PM,7,PETERS  138 KV  PET-UNI,PETERS  138 KV  PET-UNI,L500.Harrison-WylieRidge.530
4/17/2020 1:00:00 PM,4/17/2020 9:00:00 AM,4/17/2020 2:00:00 PM,4/17/2020 10:00:00 AM,1,ALLDAM6 138 KV  ALL-KIT,ALLDAM6 138 KV  ALL-KIT,ACTUAL
4/17/2020 1:00:00 PM,4/17/2020 9:00:00 AM,4/17/2020 2:00:00 PM,4/17/2020 10:00:00 AM,1,DOEX530 345 KV  203T,DOEX530 345 KV  203T,ACTUAL
4/17/2020 1:00:00 PM,4/17/2020 9:00:00 AM,4/17/2020 2:00:00 PM,4/17/2020 10:00:00 AM,1,SAYRECON230 KV  SAY-SAY,SAYRECON230 KV  SAY-SAY,ACTUAL
4/17/2020 1:00:00 PM,4/17/2020 9:00:00 AM,4/17/2020 2:00:00 PM,4/17/2020 10:00:00 AM,1,THELMA  69 KV   THE-THE1,THELMA  69 KV   THE-THE1,L765.Kammer-Belmont-Mountaineer+765/500.Belmont.T5
4/17/2020 1:00:00 PM,4/17/2020 9:00:00 AM,4/17/2020 2:00:00 PM,4/17/2020 10:00:00 AM,1,TMI     500 KV  1 BANK,TMI     500 KV  1 BANK,500/230.Conastone.500-4
4/17/2020 12:00:00 PM,4/17/2020 8:00:00 AM,4/17/2020 1:00:00 PM,4/17/2020 9:00:00 AM,1,THELMA  69 KV   THE-THE1,THELMA  69 KV   THE-THE1,ACTUAL
4/17/2020 11:00:00 AM,4/17/2020 7:00:00 AM,4/17/2020 11:00:00 PM,4/17/2020 7:00:00 PM,12,EASTON-EMUNI 6772 A 69 KV,EASTON-EMUNI 6772 A 69 KV,ACTUAL
4/17/2020 11:00:00 AM,4/17/2020 7:00:00 AM,4/17/2020 1:00:00 PM,4/17/2020 9:00:00 AM,2,MOUN UGI230 KV  2,MOUN UGI230 KV  2,230/66.Mountain.T1 (Sctnlz)
4/17/2020 10:00:00 AM,4/17/2020 6:00:00 AM,4/17/2020 3:00:00 PM,4/17/2020 11:00:00 AM,5,BAGLEY  230 KV  BAG-GRAC,BAGLEY  230 KV  BAG-GRAC,L500.Brighton-Conastone.5011
4/17/2020 10:00:00 AM,4/17/2020 6:00:00 AM,4/17/2020 1:00:00 PM,4/17/2020 9:00:00 AM,3,CHURCH  69 KV   CHU-NME,CHURCH  69 KV   CHU-NME,230/138.Milford.AT20
4/17/2020 10:00:00 AM,4/17/2020 6:00:00 AM,4/17/2020 12:00:00 PM,4/17/2020 8:00:00 AM,2,LORETTO 138 KV  LOR-VIE,LORETTO 138 KV  LOR-VIE,L230.IndianRiver-Milford.23034
4/17/2020 9:00:00 AM,4/17/2020 5:00:00 AM,4/17/2020 10:00:00 AM,4/17/2020 6:00:00 AM,1,BAGLEY  230 KV  BAG-GRAC,BAGLEY  230 KV  BAG-GRAC,ACTUAL
4/17/2020 9:00:00 AM,4/17/2020 5:00:00 AM,4/17/2020 7:00:00 PM,4/17/2020 3:00:00 PM,10,SEWARD  115 KV  SEW-TOW,SEWARD  115 KV  SEW-TOW,L115.Hilltop-Krayn-RachelHill (HillclayJct&Salix)
4/17/2020 9:00:00 AM,4/17/2020 5:00:00 AM,4/17/2020 5:00:00 PM,4/17/2020 1:00:00 PM,8,TRENTON2138 KV  TRE-COL1,TRENTON2138 KV  TRE-COL1,L765.Marysville-Sorenson
4/17/2020 8:00:00 AM,4/17/2020 4:00:00 AM,4/17/2020 9:00:00 AM,4/17/2020 5:00:00 AM,1,BAGLEY  230 KV  BAG-GRAC,BAGLEY  230 KV  BAG-GRAC,L500.Brighton-Conastone.5011
4/17/2020 8:00:00 AM,4/17/2020 4:00:00 AM,4/17/2020 9:00:00 AM,4/17/2020 5:00:00 AM,1,CHURCH  69 KV   CHU-NME,CHURCH  69 KV   CHU-NME,230/138.Milford.AT20
4/17/2020 8:00:00 AM,4/17/2020 4:00:00 AM,4/17/2020 3:00:00 PM,4/17/2020 11:00:00 AM,7,HAVILAND138 KV  HAV-TIM,HAVILAND138 KV  HAV-TIM,L765.Marysville-Sorenson
4/17/2020 7:00:00 AM,4/17/2020 3:00:00 AM,4/17/2020 8:00:00 AM,4/17/2020 4:00:00 AM,1,BAGLEY  230 KV  BAG-GRAC,BAGLEY  230 KV  BAG-GRAC,ACTUAL
4/17/2020 6:00:00 AM,4/17/2020 2:00:00 AM,4/17/2020 8:00:00 AM,4/17/2020 4:00:00 AM,2,TRENTON2138 KV  TRE-COL1,TRENTON2138 KV  TRE-COL1,L765.Marysville-Sorenson
4/17/2020 4:00:00 AM,4/17/2020 12:00:00 AM,4/17/2020 11:00:00 AM,4/17/2020 7:00:00 AM,7,12 DRESD345 KV  TR81CT-P,12 DRESD345 KV  TR81CT-P,L345.Lockport-Kendall.10805
4/17/2020 4:00:00 AM,4/17/2020 12:00:00 AM,4/17/2020 7:00:00 AM,4/17/2020 3:00:00 AM,3,CONASTON 5012/500-4 GCB C      500 KV,CONASTON 5012/500-4 GCB C      500 KV,L500.Hunterstown-Conastone.5013
4/17/2020 4:00:00 AM,4/17/2020 12:00:00 AM,4/17/2020 2:00:00 PM,4/17/2020 10:00:00 AM,10,CPL-DOM contingency 2,CPL-DOM contingency 2,L500.Carson-RogersRoad.585
4/17/2020 4:00:00 AM,4/17/2020 12:00:00 AM,4/17/2020 8:00:00 AM,4/17/2020 4:00:00 AM,4,EASTON  69 KV   EAS-EMU,EASTON  69 KV   EAS-EMU,ACTUAL
4/17/2020 4:00:00 AM,4/17/2020 12:00:00 AM,4/17/2020 7:00:00 AM,4/17/2020 3:00:00 AM,3,FIVEFORK115 KV  FIV-ROC1,FIVEFORK115 KV  FIV-ROC1,ACTUAL
4/16/2020 10:00:00 PM,4/16/2020 6:00:00 PM,4/16/2020 11:00:00 PM,4/16/2020 7:00:00 PM,1,EASTON-EMUNI 6772 A 69 KV,EASTON-EMUNI 6772 A 69 KV,ACTUAL
4/16/2020 8:00:00 PM,4/16/2020 4:00:00 PM,4/16/2020 10:00:00 PM,4/16/2020 6:00:00 PM,2,BLUEGRAS138 KV  BLU-BYB,BLUEGRAS138 KV  BLU-BYB,L230.Emilie-Eddington-Croydon
4/16/2020 7:00:00 PM,4/16/2020 3:00:00 PM,4/16/2020 8:00:00 PM,4/16/2020 4:00:00 PM,1,EASTON-EMUNI 6772 A 69 KV,EASTON-EMUNI 6772 A 69 KV,ACTUAL
4/16/2020 5:00:00 PM,4/16/2020 1:00:00 PM,4/16/2020 6:00:00 PM,4/16/2020 2:00:00 PM,1,LOGTOWN 138 KV  LOG-NDEL,LOGTOWN 138 KV  LOG-NDEL,L765.Marysville-Sorenson
4/16/2020 5:00:00 PM,4/16/2020 1:00:00 PM,4/17/2020 12:00:00 AM,4/16/2020 8:00:00 PM,7,TRENTON2138 KV  TRE-COL1,TRENTON2138 KV  TRE-COL1,ACTUAL
4/16/2020 4:00:00 PM,4/16/2020 12:00:00 PM,4/16/2020 6:00:00 PM,4/16/2020 2:00:00 PM,2,EASTON-EMUNI 6772 A 69 KV,EASTON-EMUNI 6772 A 69 KV,ACTUAL
4/16/2020 3:00:00 PM,4/16/2020 11:00:00 AM,4/16/2020 10:00:00 PM,4/16/2020 6:00:00 PM,7,BAGLEY  230 KV  BAG-GRA,BAGLEY  230 KV  BAG-GRA,ACTUAL
4/16/2020 3:00:00 PM,4/16/2020 11:00:00 AM,4/16/2020 6:00:00 PM,4/16/2020 2:00:00 PM,3,DOEX530 345 KV  208T,DOEX530 345 KV  208T,ACTUAL
4/16/2020 3:00:00 PM,4/16/2020 11:00:00 AM,4/16/2020 5:00:00 PM,4/16/2020 1:00:00 PM,2,IRONWOOD-NLEBNON IRO-NLE    A  230 KV,IRONWOOD-NLEBNON IRO-NLE    A  230 KV,L230.Ironwood-SouthLebanon.1054
4/16/2020 2:00:00 PM,4/16/2020 10:00:00 AM,4/16/2020 3:00:00 PM,4/16/2020 11:00:00 AM,1,DANVILLE138 KV  DAN-EDA1,DANVILLE138 KV  DAN-EDA1,L500.Carson-RogersRoad.585
4/16/2020 2:00:00 PM,4/16/2020 10:00:00 AM,4/16/2020 6:00:00 PM,4/16/2020 2:00:00 PM,4,MEADOWBR138 KV  MEA-STR,MEADOWBR138 KV  MEA-STR,L500.Dooms-Cunningham.534
4/16/2020 1:00:00 PM,4/16/2020 9:00:00 AM,4/16/2020 2:00:00 PM,4/16/2020 10:00:00 AM,1,DELAWARE138 KV  DEL-WAT,DELAWARE138 KV  DEL-WAT,ACTUAL
4/16/2020 1:00:00 PM,4/16/2020 9:00:00 AM,4/16/2020 4:00:00 PM,4/16/2020 12:00:00 PM,3,PETERS  138 KV  PET-UNI,PETERS  138 KV  PET-UNI,ACTUAL
4/16/2020 1:00:00 PM,4/16/2020 9:00:00 AM,4/16/2020 2:00:00 PM,4/16/2020 10:00:00 AM,1,THELMA  69 KV   THE-THE1,THELMA  69 KV   THE-THE1,ACTUAL
4/16/2020 12:00:00 PM,4/16/2020 8:00:00 AM,4/16/2020 4:00:00 PM,4/16/2020 12:00:00 PM,4,GARDNERS115 KV  GAR-TEX,GARDNERS115 KV  GAR-TEX,L115.MiddletownJct-Collins.975 (Sctnlz)
4/16/2020 12:00:00 PM,4/16/2020 8:00:00 AM,4/16/2020 2:00:00 PM,4/16/2020 10:00:00 AM,2,SAYRECON230 KV  SAY-SAY,SAYRECON230 KV  SAY-SAY,ACTUAL
